Title,Department,Institution,Abstract,Start Date,End Date,Funding Agency,Researchers,Topic
DESIGN AND INVESTIGATION OF FEASIBILITY OF DEMAND SIDE MANAGEMENT CONTROL OF A RENEWABLE ENERGY SYSTEM AT AN IMTA SITE,,University of Victoria (UVic); Kyuquot SEAfoods Ltd.,"Aquaculture sites are often remotely located, far from grid electricity. As the overall intent of IMTA is to reduce the environmental impact of aquaculture operations, the provision of clean power on-site is being investigated to avoid the need for diesel gensets which are used currently. The primary electrical loads are a set of winches on a moveable tram used for raising and lowering extractive species nets. A battery-solar system has been initially designed for the west coast demonstration site using a custom probabilistic energy system sizing program. Detailed physical design of the system has evolved to a configuration that places the solar panels and battery modules in a hut at one end of the fish farm docks, and includes a diesel backup to ensure continuous operations in the event of system interruption. The system consists of eight 175 W solar panels, a 1500 Ah battery bank, and an existing 2 kW backup gasoline generator. Cables then provide power to the mobile tram with electric winches, as well as various power ports on the docks for incidental loads. Sensors are included to measure system performance and insolation (exposure to the sun) for testing purposes. Once the system is fully installed and operational, data will be gathered to assess the accuracy of the prediction/sizing models, thereby validating the model for use in the design of renewable energy systems for other IMTA sites. The demonstration project will prove out the feasibility of a renewably powered IMTA system on the west coast. The sizing/performance modelling tool will be validated and available for future design of other IMTA renewable systems. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Curran Crawford (UVic); Stephen Cross, Adam Gray,Nima Tehrani (UVic); Kyuquot SEAfoods Ltd.",Aquaculture - CIMTAN
ECONOMIC IMPLICATIONS OF IMTA,,Simon Fraser University (SFU),"In the last year, we completed a first ever assessment of how British Columbians value their coastal environment as a pretext to examining the role that IMTA might play in supporting these values. Since we carried out similar analyses in the markets for BC farmed salmon earlier (in the USA), we anticipate an interesting comparative analysis to emerge from this work. Similarly, we framed our research in both locations to be a comparison of IMTA and closed containment versus conventional monoculture, so that we could assess preferences for these two alternative technologies in relation to the monoculture reference. Our initial results suggest that US consumers view IMTA much more favorably than closed containment, while BC residents are the opposite. Thus, we detect large differences in preferences between the producing (BC) and consuming (USA west coast) regions towards alternative technologies. This year also saw our newly initiated research emphasis shift from the market context for IMTA to modelling the production economics side of IMTA , including qualitative analyses of the industry’s reasons for adoption or non-adoption, identifying the full costs of shifting to IMTA , and simulating the full economic and environmental costs of IMTA versus monoculture. Results are not yet available for these activities. We anticipate our main impact will be on how policymakers, researchers, and the general public perceive the appropriate response to problems associated with monoculture salmon farming. Our expectation is that this will influence the design of incentives to help the industry better align its activities with society’s best interests and to allow IMTA to play an appropriate role in the process. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Duncan Knowler (SFU); Winnie Yip, Kim Irwin, Stefan Crampton, Hossein Ayouqi, Mark Carras (SFU)",Aquaculture - CIMTAN
EVALUATING THE PERFORMANCE OF PROPOSED AND EXISTING IMTA SITES USING AN ECOSYSTEM MODELING APPROACH,,Dalhousie University; University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); Cooke Aquaculture Inc.,"This modelling scheme provides valuable information for the aquaculture industry in order to improve the siting of existing and new IMTA sites. The outcomes of the model could be used to define areas of potential impact, investigate interactions with other marine resources, and design monitoring guidelines. The design of ocean-based finfish-shellfish IMTA farms is not trivial due to the complexity of coastal areas, particularly because biological processes in open waters are influenced by water circulation, which includes the dispersal of finfish wastes. Consequently, the design of new IMTA sites or the evaluation of existing sites require a combined study of biological and physical processes, which can be achieved by the execution and coupling of mathematical models. In this project, a highly configurable mathematical model that can be applied at the apparent spatial scale of IMTA sites has been developed. The model allows for tracking of the different components of the seston in an IMTA site, including feed wastes, fish faeces, shellfish faeces, natural detritus, and phytoplankton. Based on the characterization of these fluxes of matter, the model can be used to explore different spatial arrangements for evaluating and improving finfish/ shellfish farm efficiency. The model also predicts that the mitigation efficiency of the IMTA farm is highly dependent on the background environmental conditions.",SEP. 2012,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Jonathan Grant (Dalhousie U); Ramon Filgueira, Thomas Guyondet, Peter Cranford (DFO); Gregor Reid (UNBSJ, DFO); Cooke Aquaculture Inc.",Aquaculture - CIMTAN
"CAN FILTER-FEEDING BIVALVES INGEST PLANKTONIC SEA LICE, LEADING TO REDUCED SEA LICE NUMBERS ON CULTIVATED SALMON?",,Fisheries and Oceans Canada (DFO); University of Victoria (UVic); Grieg Seafood BC Ltd.; Marine Harvest Canada Ltd.,"The development of non-chemical sea lice mitigation techniques such as IMTA filter-feeding bivalves may help improve the environmental, societal, and economic performance of salmon farms. The close proximity of salmon farms and wild Pacific salmon stocks in British Columbia is an important incentive for precautionary sea lice management strategies. We are investigating whether IMTA filter-feeding bivalves can provide preventative, natural sea louse control by ingesting sea lice larvae (nauplii and copepodids) from the water column, a system that exploits the sea louse life cycle and the natural filtration capabilities of bivalves. Field trials were conducted at a commercial salmon farm in British Columbia using Pacific Oysters, one of several bivalve species that consumed sea lice larvae in previous laboratory experiments. 30,000 oysters were deployed in trays at three depths around one end of the farm’s 2 x 7 square-cage array, and at a nearby control site. Throughout the study, oysters at the farm generally grew larger (both in shell length and tissue biomass) than oysters at the control site. Larval and attached sea lice stages were counted monthly in bivalve and control (no bivalves) fish cages. Sea lice larval densities and numbers of sea lice on the fish followed a similar monthly trend, peaking in January/February. Oyster digestive tracts were preserved and will be analyzed for partially-digested sea lice and sea louse DNA presence.",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Chris Pearce (DFO); Stephen Cross, Allison Byrne, Janis Webb (UVic); Simon Jones, Shawn Robinson (DFO); Grieg Seafood BC Ltd.; Marine Harvest Canada Ltd.",Aquaculture - CIMTAN
EFFECTS OF ANTI-SEA LICE PESTICIDES ON MARINE INVERTEBRATES,,Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ),"Pesticides used to control ectoparasitic sea lice in salmon aquaculture are released in effluent plumes or treated feed and faeces from cage sites and have the potential to adversely affect non-target organisms. The toxicity of common anti-sea lice treatments AlphaMaxR (active ingredient (a.i.) deltamethrin), ExcisR (a.i. cypermethrin), InteroxRParamove™ 50 (a.i. hydrogen peroxide), SalmosanR (a.i. azamethiphos), and emamectin benzoate (an avermectin) have not been adequately studied for benthic crustaceans, such as marine amphipods, clam worms (sediment dwellers), and zooplankton living in the water column. The main objectives were to examine whether several species of invertebrates, native to the Bay of Fundy, are affected by common anti-sea lice treatments. Growth, behaviour, and survival of clam worms, zooplankton, and amphipods were assessed after shorter-term (up to 96 hours) and longer-term (10 to 30 days) exposures. Emamectin benzoate and AlphaMaxR decreased the growth and burrowing behaviour of clam worms at sediment concentrations that may be found near cage sites. Similarly, environmentally realistic exposures of zooplankton to several of the pesticides reduced feeding and survival. Amphipod survival also decreased at AlphaMaxR and ExcisR concentrations that may be found in an effluent plume from a cage site. These results suggest that the use of some anti-sea lice pesticides may pose a risk to non-target marine invertebrates living in the sediments and water column near cage sites.  ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Karen Kidd (UNBSJ); Les Burridge, Jordana Van Geest (DFO); Geoff McBriarty (UNBSJ)",Aquaculture - CIMTAN
QUANTIFYING THE CAPTURE AND CONVERSION EFFICIENCIES OF SPECIES BEING CONSIDERED FOR ORGANIC EXTRACTION IN OPEN-WATER IMTA SYSTEMS,,University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); University of Victoria (UVic); University of British Columbia (UBC); Vancouver Island University (VIU); Vancouver Aquarium,"This project is assessing the capability of different invertebrate species to capture, absorb and convert particulate fish-farm waste into new production. On the east coast, Blue Mussels (Mytilus edulis) have been shown to be capable of ingesting and efficiently absorbing small organic material from both fish food, and faeces. After a variety of feeding trials using small artificial diets in the laboratory and natural particles at IMTA sites, we determined that the Orange-footed Sea Cucumber (Cucumaria frondosa) could also efficiently extract larger organic material from farm waste. Ongoing studies include assessing the feeding rate and particle size that sea cucumbers are utilizing as well as their faecal deposition rates. On the west coast, species being assessed for extractive capabilities include filter feeders, such as Basket Cockles (Clinocardium nuttallii) and M. edulis, as well as deposit feeders such as Green Sea Urchins (Strongylocentrotus droebachiensis), California Sea Cucumbers (Parastichopus californicus) and Pacific Prawns (Pandalus platyceros). Sea urchins and sea cucumbers were found to ingest and absorb Sablefish (Anoplopoma fimbria) faeces at rates comparable to or higher than those for traditional diets such as kelps and natural sediment, respectively. This research has enabled the assessment of nutritional responses for a variety of shellfish and deposit-feeder species on diets of fish-farm organics, thereby providing crucial insight into co-cultured species selection and IMTA system efficiency. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Bruce MacDonald (UNBSJ); Shawn Robinson, Chris Pearce, Dan Curtis (DFO); Gregor Reid, Emily Nelson (UNBSJ, DFO); Stephen Cross, Sarah Sprague (UVic); Helen Gurney-Smith (VIU-CSR); Shannon Balfry (UBC-Vancouver Aquarium); Kurt Simmons (UNBSJ); Steve Pace (UBC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd. ",Aquaculture - CIMTAN
EXTENSIVE VERSUS INTENSIVE IMTA SYSTEMS–HYDROGRAPHIC INFLUENCES AND THE IMPLICATIONS TO INFRASTRUCTURE DESIGN AND OPERATIONAL EFFICIENCY,,University of New Brunswick - St. John (UNBSJ); University of New Brunswick – Fredericton (UNBF); Fisheries and Oceans Canada (DFO); SEA Vision Group Ltd.; GMG Fish Services Ltd.; Marine Harvest Canada Ltd.,"This project aims to quantify near and far-field hydrodynamics of square and circular cage arrays to guide in the placement of co-cultured species. Initial project work utilized the Finite-Volume primitive equation Community Ocean Model (FVCOM ) to model localized currents around an IMTA site in Kyuquot Sound, Vancouver Island. Recent project developments have involved the deployment of 1 to 15 scale model cage-arrays in the Flume Tank facility at Memorial University of Newfoundland. Wake velocity studies have been completed on east coast circular aquaculture cage-arrays at common cage spacing used in the industry. Measurements at different distances downstream of the model arrays show wake topology, velocity deficits, and wake recovery. Unsteadiness and large scale turbulence has been observed in the wake of cage-arrays. Dye release studies have been completed in order to observe the flow field in and around cages within the array. Results to date indicate large velocity deficits in cages wakes, forcing flow around and below cages. The dye release data agree well with wake velocity measurements. This research has led to a better understanding of fish cage-array effects on hydrodynamics and how this can influence near-field nutrient delivery from fish to co-cultured species.",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Gregor Reid (UNBSJ, DFO); Tiger Jeans, Adam Turner (UNBF); Mike Foreman (DFO); Stephen Cross, Di Wan (UVic); SEA Vision Group Ltd.; GMG Fish Services Ltd.; Marine Harvest Canada Ltd.",Aquaculture - CIMTAN
MATHEMATICAL MODELLING FOR OPEN-WATER IMTA –DEVELOPING TOOLS TO SUPPORT SYSTEM DESIGN AND MEASURES OF SUSTAINABILITY,,University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); University of Guelph (U Guelph); Cooke Aquaculture Inc.,"This project aims to quantify open-water IMTA efficiency of nutrient recovery and augmented growth. Several publications have been produced to date. One study explored the seaweed biomass required to remove soluble nutrients from salmon culture. The mean weight ratios of the seaweeds Alaria esculenta and Saccharina latissima required to sequester all soluble nutrients excreted per unit weight of salmon range from 4:1 to 13:1, depending on the nutrient. Another study reported the proportion of fish farm solids ingested by mussels needed to reduce site-wide organic loading at an IMTA site, which ranged between 10% and 20%. A third modelling study suggested the bio-mitigation potential of mussels will be greatest where seston abundance is low, organic dietary content high, and that achieving maximal waste extraction by mussel co-culture entails food particule depletion that may limit mussel production. Organic mitigation efficiency of deposit feeders are presently being modelled. Project results are providing valuable inputs for an IMTA bio-economic model being developed. This project has recently fostered some unique collaborations with IMTA projects in Norway. This work has led to a better understanding of overall system efficiencies and has guided in the effective development of open-water IMTA farms, through such mechanisms as the Canadian Science Advisory Secretariat review process to support policy development and management for Fisheries and Oceans Canada. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Gregor Reid (UNBSJ, DFO); Bruce MacDonald, Thierry Chopin (UNBSJ); Shawn Robinson, Peter Cranford (DFO); Margaret Quinton (U Guelph)",Aquaculture - CIMTAN
QUANTIFYING THE ROLE OF MICROBES IN THE NUTRIENT RECYCLING OF ORGANIC MATERIAL FROM IMTA SITES,,Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.,"Understanding how nutrients are recycled around aquaculture sites in both time and space will allow better designing of future fish farms and how to fallow them between crops. Marine bacteria are ubiquitous in both pelagic and benthic environments where they play a significant role in biomass, biodiversity, and biogeochemical processes such as recycling of organic nutrients. Most are nonpathogenic, generally operate unseen due to their small size, but are thought to be important in the nutrient dynamics around aquaculture farms. The objectives of this project are to determine bacterial species composition and abundance and their ecological role in nutrient recycling at IMTA sites. The research is showing that there are significant differences in the patterns of nutrient dynamics occurring in the water column compared to the sea bottom. Gradients of dissolved and particulate nutrients are very difficult to detect in the water column although higher levels of bacteria can be found near the farm, suggesting that these bacteria are capable of quickly assimilating the released nutrients. On the sea bottom near the farm where most of the particulate matter settles, there is a decreasing gradient of bacteria away from the site. Based on molecular analytical techniques, the study is finding that the bacterial species closest to the site are often specialists in nutrient recycling. This information is being incorporated into a computer model on nutrient dynamics at IMTA sites. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Shawn Robinson (DFO); Bruce MacDonald, Thierry Chopin, David Thumbi, Hannah Bradford (UNBSJ); Ben Forward (NBRPC); Chris Pearce (DFO); Cooke Aquaculture Inc.",Aquaculture - CIMTAN
OPTIMIZING IMTA SPECIES COMPONENT STOCKING DENSITIES AND INFRASTRUCTURE ORIENTATION TO MAXIMIZE OVERALL SYSTEM EFFICIENCY,,Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); University of Victoria (UVic); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.,"Expanding our knowledge of nutrient transfer within current IMTA site designs will help the industry develop their infrastructure. Developing the aquaculture of the California Sea Cucumber (Parastichopus californicus), as a benthic extractive species within IMTA systems, and addressing issues such as its containment, will be mutually beneficial to resource managers and industry partners. To improve the sustainability of IMTA systems, extractive species’ stocking densities and infrastructure orientations need to be optimised such that they maximise the interception of fish-farm nutrients and IMTA efficiency. In order to achieve this objective, the dynamics of nutrient transfer within the site needs to be understood to choose the best configuration and species mix. On the east coast, empirical studies on flow patterns, organic particle densities, and their utilization by farmed and wild species are studied on conventional salmon and IMTA sites to provide input on a model for site efficiency. On the west coast, the project is focused on optimizing the benthic extraction of nutrients within an IMTA system using the detritus-feeding California Sea Cucumber, P. californicus. The California Sea Cucumber has been established as a promising candidate for IMTA due to its ability to extract benthic nutrients and its high market value. The potential for suspended trays within an IMTA system, as juvenile rearing habitat for P. californicus, are further examined. A suspended-tray design is being investigated in order to optimize nutrient delivery, water quality, and stocking density, while decreasing bio-fouling and addressing containment issues of juvenile P. californicus.",JAN. 2013,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Shawn Robinson (DFO); Bruce MacDonald, Taryn Minch, Thierry Chopin (UNBSJ); Gregor Reid (UNBSJ, DFO); Chris Pearce (DFO); Stephen Cross, Angela Fortune (UVic); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.",Aquaculture - CIMTAN
LOMA SALMONAE: A MICROSPORIDIAN MODEL TO HELP ASSESS TRANSMISSION DYNAMICS OF PATHOGENS WITHIN AN IMTA SETTTING,,University of Prince Edward Island (UPEI),"The introduction of a bivalve component alongside a salmon growing operation may provide beneficial disease reduction services. A greater understanding of disease dynamics between trophic levels is a key part of health management within integrated settings. Our goal has been to modify an infection model for the microsporidian pathogen Loma salmonae, and use this model to evaluate the role that Blue Mussels may have to act as environmentally released spores within an IMTA setting. Specifically, asking the question of whether Blue Mussels may serve to mitigate disease transmission by deactivating spores that they encounter during feeding. The model has been successfully developed and now allows us to modify various environmental and temporal parameters. A very useful, and unexpected outcome, was the establishment of L. salmonae within cell culture. This advance will allow far greater flexibility in our studies, both as a tool for producing spores, but also for detecting them within environmental niches under study. To date, we have determined that Blue Mussels are very effective in extracting microsporidial spores from the environmnent; spores are subsequently released in pseudofeces, or feces, and small proportion of them stored for several weeks within mussel viscera. Spores are not rendered defective whether they are retained, or passed within egesta; in vitro tests of spore viability have been evaluated against the gold standard in vivo measures of infectivity.",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Dave Speare (UPEI-AVC); Sarah McConnachie, Nicole Guselle (UPEI-AVC)",Aquaculture - CIMTAN
"SOCIAL IMPLICATIONS OF IMTA: SOCIAL-ECOLOGICAL RESILIENCE IN BAYNES SOUND, BRITISH COLUMBIA",,Vancouver Island University (VIU),"When asked to weigh the costs and benefits of the industry, most participants expressed uncertainty. This uncertainty may indicate ongoing struggles to balance what many feel are largely economic benefits against experiential and environmental concerns. It may also signal that participants have not yet fully formed a solidly positive or negative opinion of the industry, offering an opportunity to the shellfish industry. As a relatively new industry, it is unclear how aquaculture affects the well-being of the social-ecological systems in which it is embedded. Baynes Sound farms produce half of all shellfish cultured in British Columbia, over 3,700 tonnes per year, and are surrounded by more than 6,500 residents on Vancouver Island and Denman Island. To ensure the ecological, economic, and social sustainability of Baynes Sound, and other social-ecological systems, the aquaculture industry must be better understood. The concept of well-being helps us move beyond simple “jobs versus the environment” understandings of effects, and provides a more holistic way to understand the preferences the residences of Baynes Sound have for social-ecological conditions and the ways in which these conditions may be enhanced or diminished by shellfish aquaculture activities. The purpose of this research study was to identify and measure the perceived effects of shellfish aquaculture on the Baynes Sound social-ecological system. Over a three year period, we used qualitative interviews, surveys, focus groups, and a photo-voice component to answer the question: what are the mechanisms by which the activities of the shellfish aquaculture industry promote and/or erode community well-being in the Baynes Sound social-ecological system as assessed by local residents?",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,Grant Murray (VIU); Linda D’Anna (VIU),Aquaculture - CIMTAN
IMPROVING OYSTER (CRASSOSTREA VIRGINICA) SEEDSTOCK PRODUCTION IN NOVA SCOTIA,,University of British Columbia (UBC); Dalhousie University (Dalhousie U); Gulf Aquaculture Association (GAA),"The demand for oyster in the USA and European markets is increasing, but the traditional sources of supply have been faced with increasing stresses due to both anthropological causes (e.g., oil spill in the Gulf of Mexico) and extreme environmental changes. The international markets are seeking supply from Canadian waters, but the production of oysters in Atlantic Canada, particularly from Nova Scotia, could not cope with the increasing demand. Recognizing this great market opportunity, the shellfish producers in Nova Scotia approached NS Department of Fisheries and Aquaculture (NSDFA) and the Aquaculture Centre at Dalhousie University to assist the industry to improve oyster production in the province. With financial assistance from NSDFA and Gulf Aquaculture Association (GAA), Jesse Ronquillo and his research team developed innovative hatchery procedures for improved method in oyster seedstock production using various spawning induction techniques and continuous production of selected microalgal species rich in omega-3 fatty acids for faster growth and increased survival rate of seedstock. More than 500 million pediveligers or eyed-larvae were produced for remote setting and grow-out operations of shellfish growers in Northumberland Strait. The inexpensive and innovative hatchery production techniques developed through the collaborative project can be adopted by shellfish growers to produce oyster seedstock without extensive investment on costly infrastructure and equipment. The use of newly developed technology for the production of healthy and good quality oyster seedstock for remote setting will enhance shellfish production in Nova Scotia.",MAR. 2012,OCT. 2012,"Nova Scotia Department of Fisheries and Aquaculture (NSDFA); Gulf Aquaculture Association (GAA)

",Jesse Ronquillo (UBC); Audrie-Jo McConkey (Dalhousie U); Paul Budrewski (GAA); Ronakkumar Desai (Dalhousie U),Aquaculture - Shellfish
YEAR-ROUND SPAWNING AND LARVAL REARING OF GEODUCK (PANOPEA GENEROSA) IN CLOSED CULTURE SYSTEM,,"University of British Columbia (UBC); BC Pacific Oyster Ltd. (BCPOL)
","This simple and inexpensive closed-culture system for geoduck spawning can be replicated as needed. The portability of the University of British Columbia’s (UBC) design of a seawater filtration system can be adopted to prevent microbial contamination during microalgae production and for inducing geoduck broodstock spawning. The developed protocol for inducing broodstock spawning will improve geoduck gamete production and simplify hatchery operations. Geoduck is the most important commercial shellfish species in British Columbia. Unfortunately, commercial production is limited by the reliable supply of high quality hatchery-produced juveniles. Developing viable and sustainable culture protocols for this species will provide the industry with the needed seedstock to expand production. Benefits from expansion include new economic and employment opportunities for shellfish growers, seafood exporters, and First Nations communities plus a new source of sustainably produced seafood products. The UBC and British Columbia Pacific Oysters, Ltd. (BCPOL) have established a research collaboration to develop sustainable geoduck aquaculture production techniques through NSERC Engage and Engage Plus Grants. The preliminary research outcomes include: 
(1) design and construction of a prototype closed-culture system for controlled geoduck spawning; 
(2) fabrication of an elegant yet inexpensive seawater filtration system; 
(3) successful induction of geoduck broodstock spawning based on environmental manipulation among desiccation, temperature shifts, UV-filtered water stimulation, microalgal addition, and various combinations of the above; and 
(4) Successful development of inexpensive system for efficient and continuous culture of microalgae for feeding geoduck seedstock.
",APR. 2014,SEP. 2014,"Natural Sciences and Engineering Research Council (NSERC) Engage; BC Pacific Oyster Ltd. (BCPOL)

","Andrew Riseman (UBC); Jesse Ronquillo (UBC); Tony Farrell (UBC); John Zhang, Daniel McDermid (BCPOL",Aquaculture - Shellfish
EARLY DEVELOPMENTAL STAGES OF GEODUCK (PANOPEA GENEROSA),,University of British Columbia (UBC); Dalhousie University (Dalhousie U); BC Pacific Oyster Ltd. (BCPOL),"BC Pacific Oysters Ltd. (BCPOL), a Canadian company with a 12.7 hectare grow-out aquaculture facility in Jervis Inlet, British Columbia, has established a partnership with the Faculty of Agriculture, Dalhousie University (formerly Nova Scotia Agricultural College) and the University of British Columbia for the development of a commercial hatchery and seedstock production of geoduck (Panopea generosa). The initial research project activities focused on documenting the early embryonic and post-embryonic stages of geoduck to develop a hatchery production protocol. Geoduck broodstock were spawned through natural means and the larvae were reared until early juvenile stage. Primary results showed that after 50 days of culture from spawning, the juveniles reached approximately 7 to 12 mm shell length by feeding on microalgae such as chlorophyte, baccilariophyte, chrysophyte, and prymnesiophyte rich in protein with high level of omega-3 fatty acids. Survival rate was more than 90%, and no disease was found based on juvenile geoduck pathogen analysis conducted at Pacific Biological Station of the Department of Fisheries and Oceans Canada (DFO). The preliminary research results were very promising for the development of a viable commercial geoduck hatchery production system. The initial results demonstrate the feasibility of developing a viable commercial hatchery production of healthy and good quality geoduck seedstock in Canada to supply the needs of geoduck growers in British Columbia and the United States. ",APR. 2009,SEP. 2014,BC Pacific Oyster Ltd. (BCPOL),"Jesse Ronquillo (UBC); Audrie-Jo McConkey (Dalhousie U); Andrew Riseman, Tony Farrell (UBC); John Zhang, Daniel McDermid (BCPOL)",Aquaculture - Shellfish
ARE SHELLFISH TRANSFERS A LIKELY VECTOR FOR AQUATIC INVASIVE SPECIES MOVEMENT FROM THE WEST TO THE EAST COAST OF VANCOUVER ISLAND?,,"Fisheries and Oceans Canada (DFO); Mac’s Oysters Ltd., BC; Canadian Fod Inspection Agency (CFIA)","The transfer of shellfish (including clams, oysters, and mussels) from areas infested with Non-Indigenous Species (NIS) can be a vector for both mobile and sessile NIS. There are currently no mitigation measures that are 100% effective in removing or destroying NIS on cultured shellfish. The objective of this study was to assess shellfish transfers by the shellfish industry and the Canadian Food Inspection Agency’s (CFIA ) biotoxin monitoring program as potential vectors for the spread of aquatic invasive species (AIS), with particular focus on the European Green Crab, from the west to the east coast of Vancouver Island. The project quantified the potential risk of AIS introduction associated with current shellfish transfer protocols. Based on the results of the experimental and processor studies, the present conditions of licence do not eliminate the risk of transferring NIS. The gaps identified suggest that the intended reduction in propagule pressure is not being realized under current management/ regulatory strategies. A conceptual framework was developed to identify potential control points where management intervention, such as the development of scientifically-based shellfish aquaculture management zones and the application of license conditions could be used to lower propagule pressure and hence invasion risk in British Columbia.",APR. 2011,MAR. 2014,DFO – Program for Aquaculture Regulatory Research (DFO – PARR),"Chris Pearce, Hannah Stewart (DFO); Tom Therriault, Graham Gillespie, Lyanne Burgoyne (DFO); Gordy McLellan (Mac’s Oysters Ltd., BC); Deidre Kelly (CFIA)",Aquaculture - Shellfish
